variable,coef_beta,se_beta,pval,pct_change_per_unit,ci_lo_pct,ci_hi_pct
temperature_c,-0.011911662094150587,0.0023420837673077464,3.658388505728595e-07,-1.1840999096761617,-1.6366731762109454,-0.7294443369791459
rain_mm,-0.32959482687297226,0.09550339725127098,0.000558240545040766,-28.078491897178214,-40.35628964404222,-13.273280670950738
weekend_flag,0.07875995616382035,0.016378640241163405,1.519155082981026e-06,8.194457676969114,4.776342539721057,11.724081870634716
