variable,coef,se,pval,pct_change_per_unit,ci_lo,ci_hi,adj_r2,rmse,mae
temperature_c,-0.5179852459854724,0.05712539335578115,1.2176446472031444e-19,-3.163837577190684,-3.847720981829475,-2.479954172551894,0.6631268216010546,12.054701202785818,9.19713899987188
rain_mm,-3.860408338903861,1.4086060653662218,0.006132942803068416,-23.57925261498058,-40.44254676821047,-6.715958461750681,0.6631268216010546,12.054701202785818,9.19713899987188
weekend_flag,1.1327211851774088,0.322715585023575,0.00044816162440606367,6.918625342940298,3.0551975387519463,10.782053147128652,0.6631268216010546,12.054701202785818,9.19713899987188
