region,date,date_id,hour,month,weekday,weekend_flag,trip_count,avg_distance_mi,avg_duration_min,temperature_c,apparent_temperature,rel_humidity,wind_speed_ms,wind_gust_ms,cloud_cover,precip_mm,rain_mm,snow_mm,missing_weather_flag
DTLA,2025-07-10,374,13,7,3,0,50,0.67,24.74,33.7,36.323,30.534,8.659,28.08,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,14,7,3,0,38,0.736,18.421,34.1,36.313,29.763,10.657,32.04,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,15,7,3,0,34,0.624,11.5,33.9,35.109,27.925,11.975,34.56,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,16,7,3,0,62,0.643,11.21,33.1,33.423,28.077,12.108,34.56,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,17,7,3,0,67,0.833,14.209,32.05,31.405,28.635,11.247,34.2,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,18,7,3,0,64,0.776,17.438,29.6,29.148,36.703,10.152,31.32,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,19,7,3,0,65,0.788,16.338,27.6,27.838,43.846,7.742,27.72,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,20,7,3,0,46,0.865,18.522,25.35,25.994,51.878,6.364,20.88,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,21,7,3,0,34,0.845,21.706,23.45,24.288,59.839,6.217,16.56,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,22,7,3,0,36,0.875,14.75,22.05,23.054,65.771,5.483,15.84,0.0,0.0,0.0,0.0,0
DTLA,2025-07-10,374,23,7,3,0,13,0.994,9.615,20.95,22.134,70.577,4.383,14.04,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,0,7,4,0,9,0.788,10.444,20.25,21.501,73.453,3.797,12.24,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,1,7,4,0,2,0.69,7.0,19.75,20.845,74.555,4.202,10.8,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,2,7,4,0,2,1.777,20.5,19.15,20.227,78.894,5.123,12.24,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,3,7,4,0,3,0.247,14.667,18.45,19.598,83.752,5.315,12.96,1.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,4,7,4,0,4,0.682,12.0,17.9,19.258,86.694,3.877,12.6,1.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,5,7,4,0,3,0.433,14.333,17.45,18.935,89.474,3.144,8.64,2.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,6,7,4,0,11,0.864,12.182,16.6,17.836,93.52,4.446,12.6,84.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,7,7,4,0,15,0.554,13.733,17.2,18.289,88.883,4.916,14.76,76.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,8,7,4,0,33,0.844,12.606,18.35,19.3,80.317,4.68,16.92,79.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,9,7,4,0,23,0.942,12.696,20.35,21.365,69.786,3.586,17.64,31.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,10,7,4,0,27,0.783,13.593,22.85,24.107,58.552,3.319,18.36,5.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,11,7,4,0,39,0.932,24.333,25.65,27.762,49.503,5.091,21.96,2.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,12,7,4,0,53,0.719,12.377,28.15,30.826,43.014,6.721,25.2,2.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,13,7,4,0,42,0.653,27.429,29.85,32.421,38.234,8.642,28.8,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,14,7,4,0,62,1.07,21.21,30.4,32.811,37.771,10.096,31.32,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,15,7,4,0,60,0.753,17.7,30.2,32.281,38.829,10.483,32.04,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,16,7,4,0,47,0.876,20.766,29.9,31.291,38.871,10.041,32.04,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,17,7,4,0,56,0.933,19.411,29.0,29.422,40.416,9.743,30.24,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,18,7,4,0,57,1.024,17.281,26.25,26.811,52.111,9.299,28.44,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,19,7,4,0,52,0.932,26.231,24.5,25.2,57.456,8.086,26.64,1.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,20,7,4,0,34,1.033,16.5,22.4,23.085,64.591,7.798,23.04,2.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,21,7,4,0,27,0.867,24.852,20.65,21.486,71.433,6.505,20.88,2.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,22,7,4,0,22,1.228,16.409,19.65,20.687,75.503,4.863,18.0,0.0,0.0,0.0,0.0,0
DTLA,2025-07-11,375,23,7,4,0,15,1.325,16.733,18.95,20.1,78.613,3.964,14.4,0.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,0,7,5,1,4,0.549,142.0,18.4,19.498,81.364,4.32,12.96,2.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,1,7,5,1,6,0.68,7.333,17.95,19.082,83.426,3.96,12.96,19.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,2,7,5,1,2,1.358,14.5,17.45,18.634,86.096,3.604,11.88,25.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,3,7,5,1,4,0.727,16.5,17.05,18.239,88.018,3.439,10.8,92.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,4,7,5,1,3,0.767,6.333,16.85,18.147,89.141,2.7,10.44,99.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,5,7,5,1,3,0.454,5.333,16.85,18.247,89.141,2.012,9.0,100.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,6,7,5,1,6,1.381,22.0,17.35,18.711,89.18,3.586,11.88,100.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,7,7,5,1,17,0.796,12.647,17.55,18.819,88.344,4.35,14.04,100.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,8,7,5,1,18,0.787,50.278,18.45,19.509,83.218,5.652,17.64,96.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,9,7,5,1,19,1.361,31.632,20.1,21.021,74.375,6.194,20.88,55.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,10,7,5,1,37,1.206,30.297,22.3,23.178,63.95,5.81,22.32,9.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,11,7,5,1,33,0.793,32.303,24.45,26.635,55.808,5.606,23.4,12.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,12,7,5,1,25,1.107,23.36,26.75,29.665,48.53,5.983,24.48,9.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,13,7,5,1,45,0.785,15.089,28.75,31.82,42.902,7.202,26.64,2.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,14,7,5,1,50,1.349,22.08,29.45,32.224,41.733,9.224,30.24,0.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,15,7,5,1,41,0.97,21.683,29.35,31.589,41.84,10.158,31.68,0.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,16,7,5,1,54,0.902,22.648,28.85,30.289,42.517,10.485,31.68,0.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,17,7,5,1,48,0.967,18.583,27.4,27.924,47.166,11.132,32.04,0.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,18,7,5,1,51,0.634,16.431,25.45,25.648,52.577,10.195,30.6,2.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,19,7,5,1,45,0.778,20.111,23.3,23.707,60.772,9.432,29.16,2.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,20,7,5,1,42,1.002,25.214,21.15,21.732,69.27,8.245,25.92,1.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,21,7,5,1,30,0.935,26.267,19.7,20.502,75.754,6.74,21.6,1.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,22,7,5,1,19,1.105,15.737,18.8,19.912,80.378,4.752,18.36,1.0,0.0,0.0,0.0,0
DTLA,2025-07-12,376,23,7,5,1,19,0.603,19.895,18.1,19.307,84.251,4.237,14.76,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,0,7,6,1,9,0.544,15.444,17.7,19.13,86.675,2.846,12.96,3.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,1,7,6,1,21,1.055,14.048,17.4,18.935,88.615,2.255,10.44,8.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,2,7,6,1,10,1.723,30.3,17.1,18.533,90.601,3.097,9.72,18.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,3,7,6,1,7,0.516,222.429,16.95,18.368,91.174,3.065,11.16,71.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,4,7,6,1,1,1.407,10.0,16.7,18.047,91.744,3.149,10.8,100.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,5,7,6,1,1,0.726,29.0,16.55,17.965,92.03,2.415,10.44,100.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,6,7,6,1,5,1.38,9.4,16.7,18.151,91.157,2.167,9.72,100.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,7,7,6,1,12,0.671,17.833,16.9,18.355,89.719,2.012,10.8,100.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,8,7,6,1,16,1.215,16.312,17.4,18.81,86.369,2.052,12.6,100.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,9,7,6,1,14,0.977,11.643,19.1,20.432,76.885,2.19,15.12,72.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,10,7,6,1,35,1.276,14.714,21.65,22.811,64.429,2.577,17.28,54.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,11,7,6,1,38,1.989,51.974,24.65,26.794,53.052,4.413,20.88,12.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,12,7,6,1,38,0.684,13.526,27.05,29.671,46.468,6.89,25.56,1.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,13,7,6,1,46,0.658,17.587,28.1,30.738,45.276,9.939,31.32,1.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,14,7,6,1,40,0.861,33.475,28.1,30.435,45.421,11.735,34.92,1.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,15,7,6,1,43,1.266,35.674,27.65,29.42,45.008,11.843,35.64,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,16,7,6,1,50,0.905,16.44,27.0,28.021,45.858,11.735,35.28,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,17,7,6,1,49,0.894,19.571,25.75,26.042,49.689,10.825,34.2,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,18,7,6,1,47,0.843,21.702,24.1,24.319,57.175,10.195,31.68,1.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,19,7,6,1,50,0.926,23.12,22.5,22.977,63.584,8.827,29.16,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,20,7,6,1,43,0.689,20.209,20.55,21.14,71.644,8.06,24.48,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,21,7,6,1,31,0.929,13.323,18.9,19.637,79.877,7.327,21.6,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,22,7,6,1,22,1.208,14.273,18.35,19.345,83.473,5.959,19.8,0.0,0.0,0.0,0.0,0
DTLA,2025-07-13,377,23,7,6,1,7,0.735,7.143,18.15,19.244,84.798,5.415,16.56,4.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,0,7,0,0,4,1.268,10.25,18.0,19.089,84.51,4.916,15.12,44.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,1,7,0,0,4,0.0,61.25,17.55,18.653,86.383,4.554,14.04,53.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,2,7,0,0,4,0.454,8.75,17.4,18.613,86.647,3.536,13.32,51.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,3,7,0,0,1,0.502,6.0,17.3,18.419,86.359,3.784,12.24,100.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,4,7,0,0,2,0.888,8.0,17.1,18.193,86.897,3.706,12.96,98.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,5,7,0,0,4,1.006,7.75,16.9,18.005,87.722,3.495,12.96,100.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,6,7,0,0,12,0.932,12.25,16.95,18.011,88.863,4.446,13.68,100.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,7,7,0,0,16,0.837,18.812,16.95,17.894,88.863,5.248,15.84,100.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,8,7,0,0,21,0.595,9.81,17.55,18.43,84.733,5.294,18.0,100.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,9,7,0,0,26,0.651,10.308,18.7,19.757,78.324,3.814,18.36,83.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,10,7,0,0,23,0.704,18.826,20.65,21.683,68.507,3.462,18.0,73.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,11,7,0,0,25,0.473,13.24,23.55,25.467,57.041,3.877,20.52,25.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,12,7,0,0,45,0.788,15.911,26.45,28.981,47.675,5.522,23.76,18.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,13,7,0,0,40,0.65,14.725,28.4,30.933,43.083,8.15,28.44,12.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,14,7,0,0,49,0.567,24.0,29.0,31.263,42.421,11.109,33.84,1.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,15,7,0,0,69,1.032,16.71,28.05,29.674,44.684,13.005,37.44,1.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,16,7,0,0,58,1.048,17.638,26.75,27.577,46.839,12.982,37.44,0.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,17,7,0,0,58,0.893,14.293,25.15,25.188,50.996,11.838,37.08,1.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,18,7,0,0,67,0.843,22.134,23.9,23.636,54.426,11.074,33.12,2.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,19,7,0,0,48,0.885,15.625,22.0,21.96,61.061,9.547,30.6,1.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,20,7,0,0,30,0.961,23.767,19.9,20.063,69.925,8.416,26.64,1.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,21,7,0,0,26,0.835,20.115,18.65,19.186,75.584,5.86,23.04,0.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,22,7,0,0,11,1.235,61.364,18.1,18.856,78.235,4.357,17.28,0.0,0.0,0.0,0.0,0
DTLA,2025-07-14,378,23,7,0,0,10,0.362,11.4,17.7,18.548,79.969,3.6,13.68,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,0,7,1,0,12,0.146,20.083,17.25,18.231,82.54,2.817,12.24,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,1,7,1,0,10,0.115,26.2,16.85,17.953,84.932,2.107,10.44,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,2,7,1,0,2,1.414,19.0,16.55,17.668,86.285,1.879,8.28,5.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,3,7,1,0,1,0.0,18.0,16.3,17.424,87.669,1.836,6.84,28.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,4,7,1,0,0,,,16.1,17.457,89.949,0.742,6.12,52.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,5,7,1,0,6,1.221,14.0,15.8,16.84,90.511,2.415,6.48,54.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,6,7,1,0,16,1.13,12.812,15.6,16.67,93.472,2.969,7.92,43.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,7,7,1,0,14,0.747,8.0,16.45,17.584,88.536,2.526,10.44,94.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,8,7,1,0,27,1.071,17.667,17.95,19.061,81.305,3.065,14.04,81.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,9,7,1,0,30,0.895,20.433,20.05,20.874,71.322,5.021,19.08,83.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,10,7,1,0,12,0.729,15.75,22.0,22.695,63.066,5.771,21.96,54.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,11,7,1,0,35,0.833,30.886,24.35,26.209,54.539,6.12,23.76,22.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,12,7,1,0,50,0.656,15.52,26.7,29.287,47.282,6.842,25.92,3.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,13,7,1,0,40,1.1,32.125,28.35,30.865,42.654,8.968,29.52,2.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,14,7,1,0,45,0.642,17.333,28.55,30.659,41.754,11.004,33.12,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,15,7,1,0,56,0.864,18.214,28.25,29.82,41.268,11.298,33.84,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,16,7,1,0,63,0.662,22.873,27.55,28.624,42.849,10.309,33.48,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,17,7,1,0,70,0.837,14.643,26.3,26.541,46.718,10.158,31.32,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,18,7,1,0,54,0.871,17.944,24.95,24.566,48.838,10.189,29.52,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,19,7,1,0,59,0.777,18.034,23.1,22.809,54.4,9.438,28.44,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,20,7,1,0,57,0.977,25.018,20.85,20.752,63.219,8.604,25.2,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,21,7,1,0,32,0.84,14.25,19.55,19.792,68.956,6.522,21.6,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,22,7,1,0,20,1.473,17.2,18.85,19.241,72.264,5.623,16.92,0.0,0.0,0.0,0.0,0
DTLA,2025-07-15,379,23,7,1,0,14,1.12,17.857,18.35,18.826,74.56,5.043,14.76,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,0,7,2,0,6,1.594,23.333,18.05,18.76,75.731,3.319,13.32,1.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,1,7,2,0,5,0.309,20.4,17.75,18.528,77.425,2.969,9.0,7.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,2,7,2,0,4,0.525,14.25,17.35,18.023,79.662,3.814,9.72,1.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,3,7,2,0,4,1.288,54.25,16.9,17.792,82.497,2.558,10.08,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,4,7,2,0,6,1.093,24.0,16.45,17.491,85.164,1.66,6.84,2.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,5,7,2,0,9,1.549,15.778,16.0,17.107,87.642,1.207,5.04,4.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,6,7,2,0,11,0.87,34.545,16.45,17.404,85.164,2.255,6.48,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,7,7,2,0,21,0.919,11.143,16.8,17.755,84.105,2.621,10.08,8.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,8,7,2,0,36,0.893,11.139,18.35,19.443,77.768,2.422,13.32,13.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,9,7,2,0,27,0.753,18.37,20.65,21.495,67.628,4.237,18.36,72.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,10,7,2,0,32,0.598,23.844,22.65,23.625,59.266,4.324,19.44,26.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,11,7,2,0,21,0.67,20.286,25.0,26.944,50.792,5.606,22.68,5.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,12,7,2,0,36,0.661,17.139,26.95,29.289,44.817,7.132,26.28,1.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,13,7,2,0,33,0.853,25.394,28.1,30.32,40.826,8.88,29.52,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,14,7,2,0,29,0.766,20.172,28.65,30.599,38.524,9.582,30.6,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,15,7,2,0,46,0.659,20.63,28.8,30.288,38.065,10.134,31.32,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,16,7,2,0,55,0.731,16.855,28.0,28.752,41.065,11.391,33.12,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,17,7,2,0,63,0.912,19.81,26.45,26.398,45.709,11.237,33.48,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,18,7,2,0,79,0.741,24.608,24.35,24.285,52.804,9.587,29.88,48.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,19,7,2,0,63,0.884,17.111,23.1,23.226,56.931,8.282,27.36,19.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,20,7,2,0,55,0.8,20.764,21.5,21.665,62.751,8.02,23.4,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,21,7,2,0,35,1.014,22.371,20.25,20.655,67.766,6.384,20.52,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,22,7,2,0,23,1.028,13.609,19.65,20.205,70.331,5.352,16.92,0.0,0.0,0.0,0.0,0
DTLA,2025-07-16,380,23,7,2,0,9,1.429,14.778,19.1,19.712,72.779,4.966,14.76,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,0,7,3,0,9,0.902,7.0,18.6,19.487,75.331,3.205,13.32,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,1,7,3,0,5,1.278,15.0,18.3,19.213,76.512,2.902,9.36,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,2,7,3,0,0,,,17.95,18.865,78.721,3.144,8.28,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,3,7,3,0,1,0.977,8.0,17.5,18.387,81.247,3.462,9.0,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,4,7,3,0,2,1.203,21.0,17.15,18.271,83.064,1.853,8.64,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,5,7,3,0,2,2.811,29.0,16.75,18.141,86.305,0.509,5.76,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,6,7,3,0,8,0.682,15.0,17.2,18.569,83.339,0.402,3.6,35.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,7,7,3,0,29,0.747,32.241,17.75,18.874,79.718,1.708,8.28,12.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,8,7,3,0,33,0.843,21.697,19.1,20.166,72.779,1.853,11.16,1.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,9,7,3,0,29,0.78,10.034,21.15,21.891,63.492,3.706,16.2,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,10,7,3,0,35,1.162,29.514,23.65,24.336,53.835,5.098,20.52,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,11,7,3,0,30,0.784,19.2,26.1,27.712,46.211,6.452,23.76,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,12,7,3,0,41,0.635,17.341,28.15,30.39,41.914,8.06,27.0,7.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,13,7,3,0,25,0.777,16.84,29.05,31.057,39.91,11.033,32.4,8.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,14,7,3,0,37,0.601,15.973,28.9,30.645,40.651,12.484,36.0,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,15,7,3,0,57,1.077,20.123,28.2,29.484,41.657,12.601,36.36,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,16,7,3,0,53,0.599,16.604,27.5,28.244,43.536,12.092,36.36,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,17,7,3,0,68,0.962,15.515,26.35,26.364,47.188,11.455,34.56,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,18,7,3,0,57,0.86,14.07,25.2,25.062,50.844,10.583,34.2,9.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,19,7,3,0,51,0.807,13.529,23.2,23.105,58.636,11.183,29.16,7.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,20,7,3,0,48,0.7,17.396,21.05,21.53,67.491,7.637,29.16,11.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,21,7,3,0,22,0.967,14.909,20.3,20.882,71.139,7.2,19.8,2.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,22,7,3,0,13,0.835,10.692,19.6,20.597,74.291,4.357,19.44,0.0,0.0,0.0,0.0,0
DTLA,2025-07-17,381,23,7,3,0,17,0.798,15.824,19.3,20.393,75.933,3.827,12.96,6.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,0,7,4,0,7,0.562,15.714,18.8,19.97,79.098,3.693,12.6,5.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,1,7,4,0,10,2.217,63.1,18.35,19.647,82.145,3.22,11.16,19.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,2,7,4,0,1,0.179,19.0,17.9,19.416,84.771,1.853,9.72,15.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,3,7,4,0,0,,,17.7,19.389,85.296,0.402,6.84,8.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,4,7,4,0,1,0.404,4.0,17.6,19.141,84.467,0.764,3.6,0.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,5,7,4,0,5,1.26,17.0,17.4,18.88,84.99,0.918,3.6,8.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,6,7,4,0,14,0.879,14.929,17.6,19.288,86.666,0.805,7.92,13.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,7,7,4,0,19,0.809,9.842,18.25,19.445,83.194,4.187,12.96,7.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,8,7,4,0,28,0.77,14.429,20.3,21.151,72.06,5.877,18.36,14.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,9,7,4,0,23,0.598,52.348,21.75,22.241,64.867,7.69,25.56,18.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,10,7,4,0,30,0.772,19.1,24.25,25.123,54.69,4.725,23.04,38.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,11,7,4,0,36,0.773,12.083,26.15,27.798,49.795,8.391,27.36,22.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,12,7,4,0,41,1.23,22.78,27.3,29.517,47.748,9.097,29.52,20.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,13,7,4,0,31,0.674,13.129,28.2,30.622,44.868,10.189,30.96,12.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,14,7,4,0,36,1.245,24.806,28.25,29.837,43.882,11.989,34.92,52.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,15,7,4,0,31,0.972,22.419,27.9,29.043,43.505,10.767,35.28,10.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,16,7,4,0,47,0.862,18.681,28.2,29.295,41.657,9.703,32.04,38.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,17,7,4,0,61,0.857,20.803,27.2,26.585,43.453,12.362,33.84,25.0,0.0,0.0,0.0,0
DTLA,2025-07-18,382,18,7,4,0,64,0.853,17.266,26.25,26.322,49.502,10.534,30.6,2.0,0.0,0.0,0.0,0
