region,date,date_id,hour,month,weekday,weekend_flag,trip_count,avg_duration_min,temperature_c,apparent_temperature,rel_humidity,wind_speed_ms,wind_gust_ms,cloud_cover,precip_mm,rain_mm,snow_mm,missing_weather_flag
NYC_South,2023-01-01,0,0,1,6,1,277,18.683,10.85,9.789,99.337,8.891,24.48,100.0,1.1,1.1,0.0,0
NYC_South,2023-01-01,0,1,1,6,1,493,16.627,10.6,8.416,99.006,15.978,24.48,43.0,0.2,0.2,0.0,0
NYC_South,2023-01-01,0,2,1,6,1,429,13.449,10.25,7.479,98.672,19.212,29.52,7.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,3,1,6,1,263,18.012,9.75,6.814,97.678,19.094,30.24,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,4,1,6,1,115,19.818,9.2,6.321,96.357,17.317,29.88,34.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,5,1,6,1,50,19.134,8.75,5.682,94.722,17.373,28.8,59.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,6,1,6,1,79,20.549,8.0,5.128,95.015,14.843,27.36,14.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,7,1,6,1,88,12.371,7.9,5.098,97.311,14.778,24.84,56.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,8,1,6,1,159,12.407,7.95,5.022,97.978,15.893,23.76,51.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,9,1,6,1,318,12.546,9.15,5.753,93.779,20.063,31.68,31.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,10,1,6,1,511,16.544,10.6,7.291,80.315,18.004,32.76,77.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,11,1,6,1,737,16.812,11.2,7.627,73.563,18.671,32.76,55.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,12,1,6,1,974,16.526,11.55,7.932,68.494,17.877,33.84,34.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,13,1,6,1,1170,19.666,12.05,8.079,60.762,18.455,32.76,6.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,14,1,6,1,1334,19.578,12.15,8.202,55.884,16.782,32.76,1.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,15,1,6,1,1417,20.071,11.95,8.491,55.049,12.905,29.52,5.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,16,1,6,1,1277,19.656,10.45,8.109,64.779,6.44,21.96,14.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,17,1,6,1,857,17.398,6.95,3.987,77.032,9.504,12.24,12.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,18,1,6,1,722,16.082,5.65,2.543,82.19,10.041,11.16,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,19,1,6,1,585,13.582,5.6,2.652,81.892,8.826,18.72,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,20,1,6,1,464,14.352,6.75,3.199,79.206,13.798,21.24,29.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,21,1,6,1,338,15.967,5.7,2.938,83.074,7.928,21.96,37.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,22,1,6,1,241,14.983,5.85,3.193,82.799,7.343,14.04,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-01,0,23,1,6,1,194,12.322,5.45,2.917,85.729,6.619,11.52,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,0,1,0,0,166,13.734,6.5,4.276,81.436,4.897,14.76,67.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,1,1,0,0,69,13.369,5.35,2.474,87.244,9.164,13.68,84.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,2,1,0,0,49,15.834,4.6,1.687,89.995,9.029,14.76,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,3,1,0,0,31,11.487,4.8,1.987,90.329,8.67,15.12,14.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,4,1,0,0,24,11.465,4.35,1.607,91.582,7.863,13.32,19.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,5,1,0,0,50,10.499,4.3,1.492,91.903,8.311,12.24,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,6,1,0,0,139,9.062,4.55,1.879,91.595,7.628,12.96,99.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,7,1,0,0,205,11.789,4.9,2.154,91.941,8.67,13.32,96.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,8,1,0,0,390,11.321,5.5,3.211,91.336,6.215,13.68,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,9,1,0,0,585,11.189,6.7,4.318,87.679,7.696,11.16,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,10,1,0,0,766,12.687,8.6,6.67,82.854,6.152,13.32,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,11,1,0,0,979,14.034,10.1,8.277,77.534,6.194,15.48,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,12,1,0,0,1221,17.232,11.1,9.51,73.293,4.83,15.12,98.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,13,1,0,0,1431,16.681,11.95,10.289,69.527,5.4,14.76,59.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,14,1,0,0,1502,16.245,12.15,10.405,70.528,6.619,15.12,24.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,15,1,0,0,1550,16.684,11.9,9.882,73.437,9.065,16.56,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,16,1,0,0,1387,15.411,9.8,7.181,81.593,12.372,18.72,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,17,1,0,0,1127,12.906,8.3,5.704,86.325,11.177,19.8,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-02,1,18,1,0,0,949,13.638,8.0,5.807,92.131,9.45,16.92,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,19,1,0,0,782,12.574,8.5,6.753,92.161,7.209,14.76,40.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,20,1,0,0,536,12.113,8.95,7.319,90.94,6.831,12.24,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,21,1,0,0,286,13.68,8.65,7.021,93.755,7.073,10.8,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-02,1,22,1,0,0,174,13.293,8.9,7.563,94.728,5.76,10.8,100.0,0.4,0.4,0.0,0
NYC_South,2023-01-02,1,23,1,0,0,160,11.519,8.75,7.549,96.672,5.091,8.64,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,0,1,1,0,120,13.395,8.65,7.088,97.327,7.569,11.16,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,1,1,1,0,75,15.005,8.35,6.344,96.333,9.833,14.76,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,2,1,1,0,36,22.238,8.2,5.753,92.459,11.593,17.28,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,3,1,1,0,31,15.062,8.25,5.571,91.831,13.104,20.16,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,4,1,1,0,24,11.896,8.35,6.386,93.103,8.7,20.16,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,5,1,1,0,116,10.074,8.45,6.135,94.387,11.61,18.0,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,6,1,1,0,313,9.729,8.45,6.449,95.682,9.793,18.0,100.0,0.6,0.6,0.0,0
NYC_South,2023-01-03,2,7,1,1,0,766,11.438,8.05,6.664,96.653,5.154,19.08,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,8,1,1,0,1245,12.513,8.35,6.394,96.991,9.66,14.04,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-03,2,9,1,1,0,834,12.919,8.7,6.897,96.999,9.22,15.84,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-03,2,10,1,1,0,345,11.465,9.35,7.511,97.014,10.637,19.8,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-03,2,11,1,1,0,136,9.473,8.85,7.76,100.0,5.412,29.88,100.0,2.9,2.9,0.0,0
NYC_South,2023-01-03,2,12,1,1,0,214,10.522,9.0,7.542,100.0,8.209,23.76,100.0,3.1,3.1,0.0,0
NYC_South,2023-01-03,2,13,1,1,0,301,11.328,9.6,7.514,99.331,13.451,20.52,100.0,0.8,0.8,0.0,0
NYC_South,2023-01-03,2,14,1,1,0,548,11.163,10.9,8.853,98.679,15.547,24.48,100.0,0.8,0.8,0.0,0
NYC_South,2023-01-03,2,15,1,1,0,801,11.986,12.35,9.937,97.725,20.808,32.76,100.0,0.2,0.2,0.0,0
NYC_South,2023-01-03,2,16,1,1,0,1072,12.507,12.9,10.698,97.095,20.365,33.48,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,17,1,1,0,1427,12.247,12.95,11.422,97.096,15.856,31.68,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,18,1,1,0,1253,11.945,12.9,11.47,97.095,15.073,24.48,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,19,1,1,0,987,12.144,11.7,10.917,99.014,8.655,24.12,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,20,1,1,0,633,11.874,11.45,10.203,99.012,11.304,16.56,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,21,1,1,0,463,11.981,11.95,10.084,98.041,16.3,24.84,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,22,1,1,0,319,11.417,12.15,10.333,96.439,15.856,25.56,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-03,2,23,1,1,0,213,12.513,12.2,10.541,96.123,14.773,25.92,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,0,1,2,0,147,13.929,12.2,10.627,96.441,14.292,23.04,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,1,1,2,0,79,12.938,12.3,10.298,96.126,17.34,27.0,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,2,1,2,0,40,14.131,12.65,10.257,93.634,19.914,30.96,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,3,1,2,0,34,15.065,13.0,10.371,93.343,22.18,35.28,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,4,1,2,0,27,18.645,12.5,10.327,94.872,18.515,34.2,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,5,1,2,0,141,9.646,12.35,10.282,96.763,18.118,29.52,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,6,1,2,0,435,10.222,12.5,10.275,97.727,19.856,30.6,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,7,1,2,0,1029,11.479,11.95,10.42,97.395,13.779,31.32,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,8,1,2,0,1783,12.843,12.0,10.912,98.366,11.183,21.96,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,9,1,2,0,1274,13.587,13.3,11.96,96.471,15.141,24.12,84.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,10,1,2,0,776,14.323,14.75,14.332,93.734,11.177,24.48,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,11,1,2,0,801,14.615,16.05,15.907,87.646,9.905,20.52,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,12,1,2,0,1020,15.297,16.7,16.735,86.859,9.931,20.52,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,13,1,2,0,1032,15.482,16.95,16.925,86.603,10.854,20.16,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,14,1,2,0,1181,14.886,15.2,14.814,94.976,12.574,23.4,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,15,1,2,0,1358,14.209,13.55,12.951,97.427,10.99,22.68,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,16,1,2,0,1234,13.17,12.3,11.48,96.762,9.45,18.72,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-04,3,17,1,2,0,1152,11.758,11.3,9.877,98.357,11.989,18.0,100.0,0.3,0.3,0.0,0
NYC_South,2023-01-04,3,18,1,2,0,1240,12.329,10.85,9.483,99.008,10.884,20.52,100.0,0.8,0.8,0.0,0
NYC_South,2023-01-04,3,19,1,2,0,925,11.606,10.3,9.608,99.003,5.154,20.52,100.0,1.0,1.0,0.0,0
NYC_South,2023-01-04,3,20,1,2,0,658,10.985,11.3,10.476,100.0,8.404,16.2,100.0,0.3,0.3,0.0,0
NYC_South,2023-01-04,3,21,1,2,0,537,11.883,11.3,10.493,100.0,8.288,15.12,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,22,1,2,0,391,12.972,10.85,10.018,99.668,7.422,12.96,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-04,3,23,1,2,0,235,11.622,10.4,9.86,100.0,4.61,11.88,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,0,1,3,0,140,11.819,10.5,10.103,100.0,3.827,9.36,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,1,1,3,0,72,13.784,10.9,10.696,100.0,3.319,7.2,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-05,4,2,1,3,0,36,11.259,12.35,11.378,99.672,11.593,16.92,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,3,1,3,0,34,13.54,13.15,12.32,98.702,12.102,18.36,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,4,1,3,0,40,7.095,12.6,11.386,99.346,13.708,21.6,74.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,5,1,3,0,116,10.259,11.85,10.708,99.671,11.66,21.6,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,6,1,3,0,404,9.521,11.5,10.232,99.341,11.66,18.0,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,7,1,3,0,991,11.287,9.25,7.793,100.0,8.67,18.0,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,8,1,3,0,1586,12.154,9.2,7.201,98.661,11.918,19.8,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,9,1,3,0,1003,13.307,9.45,7.754,96.364,9.66,18.36,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,10,1,3,0,694,13.789,10.15,8.559,92.259,9.029,18.72,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,11,1,3,0,702,12.685,11.0,9.797,88.663,6.831,18.36,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,12,1,3,0,786,12.848,11.55,10.618,86.649,5.352,16.2,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,13,1,3,0,810,14.056,11.65,10.753,85.79,5.014,14.04,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,14,1,3,0,958,13.893,10.85,9.513,86.581,6.831,14.4,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,15,1,3,0,1179,14.033,10.4,8.873,86.243,7.245,15.48,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,16,1,3,0,1265,12.697,9.85,8.34,91.002,7.569,14.04,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,17,1,3,0,1616,12.505,9.15,7.167,92.2,9.931,16.2,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,18,1,3,0,1404,11.253,8.7,5.987,89.995,13.585,21.96,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,19,1,3,0,984,11.862,8.25,6.62,94.057,6.49,22.68,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,20,1,3,0,725,11.428,8.5,6.319,89.98,9.606,15.84,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,21,1,3,0,530,11.086,8.3,6.516,90.584,6.725,15.84,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,22,1,3,0,311,11.369,8.25,6.007,86.619,8.759,14.4,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-05,4,23,1,3,0,236,13.144,7.95,5.361,86.29,10.594,16.2,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,0,1,4,0,180,13.216,7.45,4.631,85.642,11.276,19.8,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,1,1,4,0,58,10.265,7.0,4.589,89.244,8.7,18.36,100.0,0.6,0.6,0.0,0
NYC_South,2023-01-06,5,2,1,4,0,25,11.673,6.7,4.542,93.985,7.637,14.4,100.0,0.9,0.9,0.0,0
NYC_South,2023-01-06,5,3,1,4,0,8,9.959,6.45,3.875,95.614,10.496,16.56,100.0,1.3,1.3,0.0,0
NYC_South,2023-01-06,5,4,1,4,0,30,9.961,6.25,3.974,95.939,8.217,16.92,100.0,0.9,0.9,0.0,0
NYC_South,2023-01-06,5,5,1,4,0,105,14.721,5.85,3.087,96.931,11.183,18.0,100.0,1.0,1.0,0.0,0
NYC_South,2023-01-06,5,6,1,4,0,341,9.921,5.55,3.255,95.583,7.245,18.72,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,7,1,4,0,634,11.389,5.75,3.491,97.265,7.654,12.96,100.0,0.2,0.2,0.0,0
NYC_South,2023-01-06,5,8,1,4,0,978,10.346,6.15,3.697,96.938,9.511,14.4,100.0,0.3,0.3,0.0,0
NYC_South,2023-01-06,5,9,1,4,0,834,11.138,6.25,3.89,95.277,8.647,16.92,100.0,0.3,0.3,0.0,0
NYC_South,2023-01-06,5,10,1,4,0,538,11.409,6.5,4.732,92.04,4.214,15.12,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-06,5,11,1,4,0,590,13.019,7.15,5.46,89.256,3.976,11.16,100.0,0.2,0.2,0.0,0
NYC_South,2023-01-06,5,12,1,4,0,756,12.712,7.25,5.116,87.425,6.725,14.76,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-06,5,13,1,4,0,835,11.948,7.5,4.835,87.146,10.661,20.52,90.0,0.3,0.3,0.0,0
NYC_South,2023-01-06,5,14,1,4,0,795,14.079,7.95,5.208,78.008,9.532,23.04,71.0,0.1,0.1,0.0,0
NYC_South,2023-01-06,5,15,1,4,0,1143,12.043,8.5,5.359,69.804,10.854,18.72,25.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,16,1,4,0,1317,12.848,7.95,5.29,72.458,7.56,20.16,17.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,17,1,4,0,1479,11.65,6.1,3.054,76.894,9.0,12.96,11.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,18,1,4,0,1331,12.536,5.45,1.648,78.171,13.699,21.6,22.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,19,1,4,0,1034,11.851,5.6,1.802,78.473,13.91,21.96,6.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,20,1,4,0,707,11.041,5.6,1.135,75.181,17.772,28.08,44.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,21,1,4,0,519,10.204,4.35,-0.393,77.16,18.71,29.88,39.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,22,1,4,0,430,11.393,3.55,-1.062,79.294,17.377,29.88,14.0,0.0,0.0,0.0,0
NYC_South,2023-01-06,5,23,1,4,0,367,12.283,2.9,-1.504,82.72,15.893,28.08,9.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,0,1,5,1,280,11.261,2.3,-1.959,84.463,14.579,25.56,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,1,1,5,1,162,12.414,1.9,-2.459,84.109,14.799,23.4,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,2,1,5,1,114,12.459,1.55,-2.69,82.545,13.378,23.4,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,3,1,5,1,71,12.348,1.2,-2.855,83.718,11.967,20.88,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,4,1,5,1,51,13.671,0.9,-3.242,84.608,12.413,20.16,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,5,1,5,1,50,9.001,0.75,-3.527,83.971,13.104,20.88,22.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,6,1,5,1,96,12.432,0.75,-3.497,82.44,12.662,21.24,76.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,7,1,5,1,214,10.672,1.85,-2.212,79.618,11.967,21.6,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,8,1,5,1,442,10.671,3.0,-1.363,73.637,14.081,22.68,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,9,1,5,1,697,11.566,3.65,-0.751,70.852,14.44,23.76,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,10,1,5,1,988,11.712,4.55,0.201,67.746,14.332,25.56,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,11,1,5,1,1188,12.114,5.5,1.208,64.814,14.242,26.28,47.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,12,1,5,1,1304,13.676,6.9,2.544,60.368,15.043,28.08,24.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,13,1,5,1,1305,13.667,7.9,3.126,52.415,16.905,30.96,27.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,14,1,5,1,1238,13.96,8.35,2.93,46.024,20.073,34.2,65.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,15,1,5,1,1299,13.165,7.9,2.147,44.214,21.534,37.08,96.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,16,1,5,1,1194,14.287,7.25,2.009,49.603,18.844,36.72,96.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,17,1,5,1,973,12.402,6.1,0.969,53.284,18.0,30.24,58.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,18,1,5,1,881,13.276,4.8,0.42,58.965,12.985,29.16,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,19,1,5,1,724,12.849,4.15,-0.268,65.46,13.98,20.16,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,20,1,5,1,557,13.161,3.8,-0.695,66.596,14.409,23.76,1.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,21,1,5,1,417,12.584,2.95,-1.229,71.76,12.434,23.04,7.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,22,1,5,1,331,11.983,2.35,-1.844,75.99,12.728,20.52,2.0,0.0,0.0,0.0,0
NYC_South,2023-01-07,6,23,1,5,1,332,10.584,2.2,-2.261,74.032,14.081,22.68,5.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,0,1,6,1,271,13.794,1.75,-2.555,75.051,12.784,23.4,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,1,1,6,1,197,11.712,1.25,-2.941,75.241,11.593,20.52,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,2,1,6,1,124,11.959,0.9,-3.633,72.701,13.247,20.52,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,3,1,6,1,77,13.74,0.45,-4.171,72.072,13.393,21.24,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,4,1,6,1,29,12.987,-0.25,-4.761,73.027,12.24,21.6,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,5,1,6,1,19,8.005,-1.05,-5.13,75.968,9.086,19.8,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,6,1,6,1,59,10.736,-1.85,-5.646,80.259,7.1,14.76,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,7,1,6,1,139,11.82,-1.0,-4.831,78.299,7.73,11.52,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,8,1,6,1,308,10.241,-0.3,-4.035,73.569,6.953,12.6,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,9,1,6,1,534,9.772,1.05,-2.993,65.73,8.913,16.56,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,10,1,6,1,807,11.765,1.95,-2.229,60.704,9.693,20.16,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,11,1,6,1,944,12.864,2.85,-0.858,59.127,6.849,20.52,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,12,1,6,1,1195,13.72,3.6,0.091,57.139,5.692,17.28,91.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,13,1,6,1,1204,13.923,4.1,1.261,55.373,1.138,16.92,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,14,1,6,1,1154,14.501,4.3,0.445,54.808,8.146,17.64,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,15,1,6,1,1149,13.288,3.8,-0.117,54.262,8.09,18.36,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,16,1,6,1,1122,13.516,3.0,-0.865,57.628,7.771,16.56,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,17,1,6,1,891,12.463,1.85,-2.123,66.16,9.114,14.04,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,18,1,6,1,753,13.471,1.9,-2.0,72.892,9.78,16.92,95.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,19,1,6,1,527,12.376,2.15,-1.706,73.209,9.747,18.0,18.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,20,1,6,1,379,12.19,2.1,-1.502,78.786,8.906,17.64,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,21,1,6,1,283,11.156,2.45,-1.491,79.128,11.632,18.36,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,22,1,6,1,237,14.37,2.45,-1.651,78.266,12.574,21.24,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-08,7,23,1,6,1,144,16.835,2.9,-1.052,75.53,11.503,20.52,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-09,8,0,1,0,0,90,12.551,3.1,-0.822,74.468,11.298,21.24,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-09,8,1,1,0,0,44,12.595,3.15,-0.561,76.683,10.309,18.36,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-09,8,2,1,0,0,23,13.267,3.3,-0.146,79.833,9.22,16.92,100.0,0.1,0.1,0.0,0
NYC_South,2023-01-09,8,3,1,0,0,25,13.107,3.0,-0.29,85.464,8.855,16.2,100.0,0.3,0.3,0.0,0
NYC_South,2023-01-09,8,4,1,0,0,28,15.341,2.7,-0.186,89.526,6.48,14.04,100.0,0.2,0.2,0.0,0
NYC_South,2023-01-09,8,5,1,0,0,94,9.646,2.15,-0.591,94.781,5.771,10.44,100.0,0.4,0.4,0.0,0
NYC_South,2023-01-09,8,6,1,0,0,335,12.585,1.9,-0.598,96.486,4.105,10.44,100.0,0.2,0.2,0.0,0
NYC_South,2023-01-09,8,7,1,0,0,810,11.604,2.3,0.082,93.774,2.19,7.92,94.0,0.0,0.0,0.0,0
NYC_South,2023-01-09,8,8,1,0,0,1300,11.799,2.25,-0.708,93.771,7.2,10.44,33.0,0.1,0.1,0.0,0
NYC_South,2023-01-09,8,9,1,0,0,851,12.108,3.0,-0.104,90.841,8.557,15.84,100.0,0.0,0.0,0.0,0
NYC_South,2023-01-09,8,10,1,0,0,521,12.788,3.4,0.336,87.995,8.225,16.56,97.0,0.0,0.0,0.0,0
NYC_South,2023-01-09,8,11,1,0,0,549,11.852,4.8,0.596,72.642,14.579,26.64,0.0,0.0,0.0,0.0,0
NYC_South,2023-01-09,8,12,1,0,0,688,11.836,5.75,1.444,63.701,14.337,28.08,0.0,0.0,0.0,0.0,0
