region,date,hour,trip_count,avg_distance_mi,avg_duration_min,weekend_flag,month,weekday,datetime,temperature_c,precipitation,rain,wind_speed_ms,wind_gust_ms,rel_humidity,apparent_temperature,cloud_cover,missing_weather_flag
DTLA,2024-09-23,0,9,0.621531,18.222222,0,9,0,2024-09-23 00:00:00,17.103001,0.000000,0.000000,4.843305,7.920000,91.768906,18.361048,0.000000,0
DTLA,2024-09-23,1,3,0.756493,38.333333,0,9,0,2024-09-23 01:00:00,16.403000,0.000000,0.000000,3.219938,7.200000,95.937897,17.898073,0.000000,0
DTLA,2024-09-23,3,4,3.368414,155.500000,0,9,0,2024-09-23 03:00:00,15.353001,0.000000,0.000000,0.509117,4.320000,99.679665,17.067139,100.000000,0
DTLA,2024-09-23,4,1,0.783098,9.000000,0,9,0,2024-09-23 04:00:00,14.953000,0.000000,0.000000,0.720000,4.320000,100.000000,16.502188,100.000000,0
DTLA,2024-09-23,5,7,0.401652,5.000000,0,9,0,2024-09-23 05:00:00,14.803000,0.000000,0.000000,2.099143,6.120000,100.000000,16.094349,100.000000,0
DTLA,2024-09-23,6,11,1.031512,14.272727,0,9,0,2024-09-23 06:00:00,14.903000,0.000000,0.000000,4.610250,10.799999,99.038383,15.809309,100.000000,0
DTLA,2024-09-23,7,24,0.917778,11.458333,0,9,0,2024-09-23 07:00:00,14.753000,0.000000,0.000000,4.693826,10.799999,98.399979,15.553900,100.000000,0
DTLA,2024-09-23,8,27,0.994958,14.444444,0,9,0,2024-09-23 08:00:00,14.953000,0.000000,0.000000,4.349896,11.879999,97.454712,15.822550,100.000000,0
DTLA,2024-09-23,9,51,0.716476,18.137255,0,9,0,2024-09-23 09:00:00,15.303000,0.000000,0.000000,1.800000,11.879999,99.359985,16.790253,100.000000,0
DTLA,2024-09-23,10,44,0.641973,20.340909,0,9,0,2024-09-23 10:00:00,18.503000,0.000000,0.000000,0.804985,11.159999,82.163910,20.211578,38.000000,0
DTLA,2024-09-23,11,58,0.632446,20.051724,0,9,0,2024-09-23 11:00:00,22.903000,0.000000,0.000000,1.484318,11.879999,61.268471,24.707521,0.000000,0
DTLA,2024-09-23,12,78,0.658680,15.333333,0,9,0,2024-09-23 12:00:00,27.003000,0.000000,0.000000,4.680000,16.199999,46.756432,29.117352,0.000000,0
DTLA,2024-09-23,13,65,0.725719,23.630769,0,9,0,2024-09-23 13:00:00,29.903000,0.000000,0.000000,10.703569,23.400000,40.535404,31.500870,0.000000,0
DTLA,2024-09-23,14,77,0.792061,21.298701,0,9,0,2024-09-23 14:00:00,30.403000,0.000000,0.000000,14.982228,29.519999,40.026421,31.286732,1.000000,0
DTLA,2024-09-23,15,60,0.930034,18.533333,0,9,0,2024-09-23 15:00:00,29.753000,0.000000,0.000000,16.676977,31.319998,40.104595,29.694946,3.000000,0
DTLA,2024-09-23,16,71,0.788291,24.140845,0,9,0,2024-09-23 16:00:00,27.953001,0.000000,0.000000,17.673029,32.399998,45.674229,27.184969,9.000000,0
DTLA,2024-09-23,17,86,0.777061,14.151163,0,9,0,2024-09-23 17:00:00,25.703001,0.000000,0.000000,14.480773,32.399998,54.529030,25.589674,3.000000,0
DTLA,2024-09-23,18,91,1.215442,23.296703,0,9,0,2024-09-23 18:00:00,22.753000,0.000000,0.000000,15.281989,25.919998,68.484787,22.852127,0.000000,0
DTLA,2024-09-23,19,73,1.133843,22.287671,0,9,0,2024-09-23 19:00:00,19.453001,0.000000,0.000000,10.315115,25.559999,83.070366,20.216318,1.000000,0
DTLA,2024-09-23,20,52,0.659605,27.500000,0,9,0,2024-09-23 20:00:00,18.253000,0.000000,0.000000,6.924738,17.639999,88.121834,19.408508,2.000000,0
DTLA,2024-09-23,21,32,0.989823,15.843750,0,9,0,2024-09-23 21:00:00,17.552999,0.000000,0.000000,9.511088,15.480000,92.089149,18.331675,4.000000,0
DTLA,2024-09-23,22,28,0.852898,16.107143,0,9,0,2024-09-23 22:00:00,17.302999,0.000000,0.000000,7.993297,16.199999,92.368813,18.221836,3.000000,0
DTLA,2024-09-23,23,15,1.151663,10.333333,0,9,0,2024-09-23 23:00:00,17.953001,0.000000,0.000000,6.109403,14.040000,88.660263,19.146269,4.000000,0
DTLA,2024-09-24,0,14,1.487026,20.214286,0,9,1,2024-09-24 00:00:00,17.453001,0.000000,0.000000,7.862518,11.879999,91.790131,18.411079,21.000000,0
DTLA,2024-09-24,1,11,0.743271,22.818182,0,9,1,2024-09-24 01:00:00,16.453001,0.000000,0.000000,7.172949,13.679999,98.420708,17.552721,97.000000,0
DTLA,2024-09-24,2,6,0.605105,24.166667,0,9,1,2024-09-24 02:00:00,16.203001,0.000000,0.000000,4.104631,11.879999,99.364410,17.709627,100.000000,0
DTLA,2024-09-24,3,2,1.733592,26.000000,0,9,1,2024-09-24 03:00:00,16.003000,0.000000,0.000000,2.902413,9.000000,100.000000,17.644600,100.000000,0
DTLA,2024-09-24,4,6,1.415578,15.500000,0,9,1,2024-09-24 04:00:00,15.953001,0.000000,0.000000,2.545584,7.559999,99.681137,17.606459,100.000000,0
DTLA,2024-09-24,5,12,0.646587,8.000000,0,9,1,2024-09-24 05:00:00,15.753000,0.000000,0.000000,3.893995,9.000000,99.680656,17.130161,100.000000,0
DTLA,2024-09-24,6,14,0.842688,10.928571,0,9,1,2024-09-24 06:00:00,15.603001,0.000000,0.000000,5.860375,11.520000,99.680290,16.634243,100.000000,0
DTLA,2024-09-24,7,31,0.849955,16.870968,0,9,1,2024-09-24 07:00:00,15.403000,0.000000,0.000000,5.991594,12.599999,100.000000,16.356461,100.000000,0
DTLA,2024-09-24,8,52,0.879696,20.019231,0,9,1,2024-09-24 08:00:00,15.453000,0.000000,0.000000,7.517021,15.480000,98.725044,16.125771,100.000000,0
DTLA,2024-09-24,9,50,0.918670,21.280000,0,9,1,2024-09-24 09:00:00,16.503000,0.000000,0.000000,4.320000,15.480000,93.216385,17.699852,97.000000,0
DTLA,2024-09-24,10,64,0.598238,15.734375,0,9,1,2024-09-24 10:00:00,18.753000,0.000000,0.000000,4.680000,13.679999,81.670296,19.955044,45.000000,0
DTLA,2024-09-24,11,68,0.514046,23.352941,0,9,1,2024-09-24 11:00:00,21.903000,0.000000,0.000000,6.369050,17.639999,68.535118,23.210518,25.000000,0
DTLA,2024-09-24,12,78,0.510478,18.192308,0,9,1,2024-09-24 12:00:00,24.903000,0.000000,0.000000,10.086427,22.319998,56.822369,26.345831,15.000000,0
DTLA,2024-09-24,13,65,0.554357,16.861538,0,9,1,2024-09-24 13:00:00,26.953001,0.000000,0.000000,13.237038,26.639999,49.528065,28.198368,7.000000,0
DTLA,2024-09-24,14,63,0.613661,18.523810,0,9,1,2024-09-24 14:00:00,27.953001,0.000000,0.000000,15.021105,28.799999,44.801197,28.580837,2.000000,0
DTLA,2024-09-24,15,87,0.757271,24.206897,0,9,1,2024-09-24 15:00:00,27.403000,0.000000,0.000000,17.654688,31.680000,44.651253,26.984989,10.000000,0
DTLA,2024-09-24,16,85,0.857119,18.176471,0,9,1,2024-09-24 16:00:00,24.203001,0.000000,0.000000,20.696087,37.079998,57.568375,23.012270,3.000000,0
DTLA,2024-09-24,17,122,0.796704,16.934426,0,9,1,2024-09-24 17:00:00,22.653000,0.000000,0.000000,17.477621,36.000000,64.438705,22.005959,1.000000,0
DTLA,2024-09-24,18,103,0.919919,19.834951,0,9,1,2024-09-24 18:00:00,20.003000,0.000000,0.000000,13.767352,27.359999,76.779182,19.978041,6.000000,0
DTLA,2024-09-24,19,79,0.890063,18.392405,0,9,1,2024-09-24 19:00:00,18.253000,0.000000,0.000000,10.134495,24.119999,84.267891,18.659847,3.000000,0
DTLA,2024-09-24,20,62,0.552545,14.629032,0,9,1,2024-09-24 20:00:00,17.653000,0.000000,0.000000,7.704336,17.639999,86.670860,18.355825,2.000000,0
DTLA,2024-09-24,21,59,0.586517,17.576271,0,9,1,2024-09-24 21:00:00,17.153000,0.000000,0.000000,7.519175,13.679999,90.315376,17.941750,2.000000,0
DTLA,2024-09-24,22,43,0.795297,15.604651,0,9,1,2024-09-24 22:00:00,16.903000,0.000000,0.000000,6.542201,13.320000,92.346176,17.873741,28.000000,0
DTLA,2024-09-24,23,16,0.553474,21.562500,0,9,1,2024-09-24 23:00:00,16.552999,0.000000,0.000000,4.680000,11.520000,94.119133,17.775717,33.000000,0
DTLA,2024-09-25,0,10,0.506436,33.900000,0,9,2,2024-09-25 00:00:00,16.203001,0.000000,0.000000,4.693826,8.640000,96.239433,17.423836,98.000000,0
DTLA,2024-09-25,1,5,0.530803,28.000000,0,9,2,2024-09-25 01:00:00,15.753000,0.000000,0.000000,3.951810,9.000000,98.728004,17.062525,99.000000,0
DTLA,2024-09-25,2,5,1.119770,22.800000,0,9,2,2024-09-25 02:00:00,15.403000,0.000000,0.000000,2.500640,7.920000,99.679802,16.846098,100.000000,0
DTLA,2024-09-25,3,2,0.752168,15.000000,0,9,2,2024-09-25 03:00:00,15.203000,0.000000,0.000000,4.202143,9.000000,99.040604,16.282410,100.000000,0
DTLA,2024-09-25,4,2,0.391549,22.500000,0,9,2,2024-09-25 04:00:00,14.853001,0.000000,0.000000,4.500000,10.080000,99.357758,15.775400,100.000000,0
DTLA,2024-09-25,5,6,0.851904,13.000000,0,9,2,2024-09-25 05:00:00,14.653000,0.000000,0.000000,5.081614,10.080000,99.356781,15.415920,100.000000,0
DTLA,2024-09-25,6,12,0.785442,10.916667,0,9,2,2024-09-25 06:00:00,15.253000,0.000000,0.000000,5.983477,11.879999,98.090019,16.034510,100.000000,0
DTLA,2024-09-25,7,29,0.792829,10.689655,0,9,2,2024-09-25 07:00:00,15.303000,0.000000,0.000000,5.863139,11.879999,96.835823,16.045292,100.000000,0
DTLA,2024-09-25,8,41,0.876330,11.146341,0,9,2,2024-09-25 08:00:00,15.802999,0.000000,0.000000,4.846648,11.520000,93.180862,16.655807,100.000000,0
DTLA,2024-09-25,9,50,1.204024,19.920000,0,9,2,2024-09-25 09:00:00,16.653000,0.000000,0.000000,4.412754,12.240000,87.700310,17.531435,97.000000,0
DTLA,2024-09-25,10,55,0.853762,19.745455,0,9,2,2024-09-25 10:00:00,18.552999,0.000000,0.000000,3.931259,12.959999,77.798386,19.500849,55.000000,0
DTLA,2024-09-25,11,60,1.020924,21.000000,0,9,2,2024-09-25 11:00:00,21.153000,0.000000,0.000000,7.001514,18.359999,66.647682,21.786774,22.000000,0
DTLA,2024-09-25,12,52,0.497586,15.538462,0,9,2,2024-09-25 12:00:00,23.753000,0.000000,0.000000,11.109076,23.759998,56.540642,24.605900,5.000000,0
DTLA,2024-09-25,13,80,0.960982,21.512500,0,9,2,2024-09-25 13:00:00,24.853001,0.000000,0.000000,15.405519,29.879999,52.423103,25.270851,7.000000,0
DTLA,2024-09-25,14,69,0.679764,21.362319,0,9,2,2024-09-25 14:00:00,25.103001,0.000000,0.000000,17.063011,32.399998,51.480766,25.198883,4.000000,0
DTLA,2024-09-25,15,77,0.721561,15.779221,0,9,2,2024-09-25 15:00:00,25.103001,0.000000,0.000000,17.288435,32.760002,52.318520,24.899609,4.000000,0
DTLA,2024-09-25,16,79,0.644685,17.544304,0,9,2,2024-09-25 16:00:00,24.802999,0.000000,0.000000,17.174677,32.399998,53.780663,23.972893,2.000000,0
DTLA,2024-09-25,17,95,0.755688,16.747368,0,9,2,2024-09-25 17:00:00,23.453001,0.000000,0.000000,16.825909,31.319998,57.944447,22.554764,1.000000,0
DTLA,2024-09-25,18,90,0.692188,18.755556,0,9,2,2024-09-25 18:00:00,21.103001,0.000000,0.000000,15.013554,26.639999,65.782486,20.377689,0.000000,0
DTLA,2024-09-25,19,62,0.833453,17.564516,0,9,2,2024-09-25 19:00:00,18.503000,0.000000,0.000000,10.248941,25.559999,78.547348,18.566893,0.000000,0
DTLA,2024-09-25,20,51,0.899334,17.725490,0,9,2,2024-09-25 20:00:00,17.353001,0.000000,0.000000,5.247857,17.639999,86.086784,18.260063,0.000000,0
DTLA,2024-09-25,21,36,0.645503,21.722222,0,9,2,2024-09-25 21:00:00,17.103001,0.000000,0.000000,5.247857,10.440001,87.458534,18.010164,0.000000,0
DTLA,2024-09-25,22,25,2.011426,43.160000,0,9,2,2024-09-25 22:00:00,16.552999,0.000000,0.000000,7.132181,11.159999,89.982605,17.147587,0.000000,0
DTLA,2024-09-25,23,18,0.979592,11.833333,0,9,2,2024-09-25 23:00:00,15.903000,0.000000,0.000000,8.067936,12.240000,92.886177,16.304760,0.000000,0
DTLA,2024-09-26,0,14,1.025558,19.642857,0,9,3,2024-09-26 00:00:00,15.153000,0.000000,0.000000,8.557102,12.599999,96.520317,15.427542,2.000000,0
DTLA,2024-09-26,1,3,3.960999,26.333333,0,9,3,2024-09-26 01:00:00,14.703000,0.000000,0.000000,6.854196,12.959999,98.717674,15.188858,2.000000,0
DTLA,2024-09-26,2,4,0.201297,36.250000,0,9,3,2024-09-26 02:00:00,14.403000,0.000000,0.000000,6.552099,11.879999,99.677307,14.877663,100.000000,0
DTLA,2024-09-26,3,2,0.099932,13.000000,0,9,3,2024-09-26 03:00:00,14.153000,0.000000,0.000000,5.232399,11.879999,99.676674,14.729012,100.000000,0
DTLA,2024-09-26,4,2,0.391549,29.000000,0,9,3,2024-09-26 04:00:00,13.703000,0.000000,0.000000,3.784283,10.799999,100.000000,14.347095,100.000000,0
DTLA,2024-09-26,5,4,0.414018,11.000000,0,9,3,2024-09-26 05:00:00,13.503000,0.000000,0.000000,4.412754,10.080000,99.675049,13.967634,100.000000,0
DTLA,2024-09-26,6,11,0.949870,9.181818,0,9,3,2024-09-26 06:00:00,13.753000,0.000000,0.000000,8.596766,15.480000,99.352257,13.677595,100.000000,0
DTLA,2024-09-26,7,15,1.051881,16.800000,0,9,3,2024-09-26 07:00:00,13.503000,0.000000,0.000000,8.322932,15.480000,99.351013,13.379982,100.000000,0
DTLA,2024-09-26,8,50,0.922041,13.220000,0,9,3,2024-09-26 08:00:00,13.603001,0.000000,0.000000,7.989243,15.119999,98.706718,13.528625,100.000000,0
DTLA,2024-09-26,9,58,0.853024,18.017241,0,9,3,2024-09-26 09:00:00,14.953000,0.000000,0.000000,6.330782,15.480000,90.746620,15.137611,93.000000,0
DTLA,2024-09-26,10,49,0.872262,19.816327,0,9,3,2024-09-26 10:00:00,17.403000,0.000000,0.000000,5.072041,15.480000,78.385773,17.822945,77.000000,0
DTLA,2024-09-26,11,62,0.802659,20.080645,0,9,3,2024-09-26 11:00:00,20.103001,0.000000,0.000000,6.662432,18.719999,67.079659,20.661730,32.000000,0
DTLA,2024-09-26,12,81,0.561882,16.555556,0,9,3,2024-09-26 12:00:00,22.802999,0.000000,0.000000,6.813898,19.799999,57.787220,24.358498,14.000000,0
DTLA,2024-09-26,13,62,0.928896,18.967742,0,9,3,2024-09-26 13:00:00,25.203001,0.000000,0.000000,9.139322,21.959999,50.517334,26.733492,5.000000,0
DTLA,2024-09-26,14,54,0.784217,21.870370,0,9,3,2024-09-26 14:00:00,25.903000,0.000000,0.000000,13.874019,28.080000,48.933235,26.563484,4.000000,0
DTLA,2024-09-26,15,69,0.687062,20.014493,0,9,3,2024-09-26 15:00:00,25.203001,0.000000,0.000000,16.596157,31.680000,49.705608,24.863165,6.000000,0
DTLA,2024-09-26,16,74,0.792180,20.189189,0,9,3,2024-09-26 16:00:00,24.453001,0.000000,0.000000,17.179394,32.039997,51.144833,23.221087,1.000000,0
DTLA,2024-09-26,17,79,0.760761,16.759494,0,9,3,2024-09-26 17:00:00,23.203001,0.000000,0.000000,15.804164,31.680000,54.248962,22.002258,0.000000,0
DTLA,2024-09-26,18,83,0.826290,14.819277,0,9,3,2024-09-26 18:00:00,21.153000,0.000000,0.000000,10.464797,26.280001,62.267403,20.802311,0.000000,0
DTLA,2024-09-26,19,53,0.563245,18.849057,0,9,3,2024-09-26 19:00:00,19.253000,0.000000,0.000000,9.449572,19.440001,71.636902,19.176079,0.000000,0
DTLA,2024-09-26,20,47,0.722471,18.255319,0,9,3,2024-09-26 20:00:00,17.903000,0.000000,0.000000,7.517021,16.199999,80.776253,18.309629,0.000000,0
DTLA,2024-09-26,21,40,0.884057,21.250000,0,9,3,2024-09-26 21:00:00,16.953001,0.000000,0.000000,5.068846,13.320000,88.293350,17.886332,0.000000,0
DTLA,2024-09-26,22,31,1.023969,37.709677,0,9,3,2024-09-26 22:00:00,16.503000,0.000000,0.000000,2.846050,9.360000,91.438034,17.798870,0.000000,0
DTLA,2024-09-26,23,23,1.058453,12.695652,0,9,3,2024-09-26 23:00:00,15.802999,0.000000,0.000000,4.510787,7.559999,95.611671,16.856342,0.000000,0
DTLA,2024-09-27,0,7,0.668500,8.428571,0,9,4,2024-09-27 00:00:00,15.153000,0.000000,0.000000,5.119727,9.720000,98.404884,16.041534,93.000000,0
DTLA,2024-09-27,1,18,0.696249,10.833333,0,9,4,2024-09-27 01:00:00,14.853001,0.000000,0.000000,2.794351,9.360000,98.719131,15.986679,17.000000,0
DTLA,2024-09-27,2,4,0.917728,16.750000,0,9,4,2024-09-27 02:00:00,14.403000,0.000000,0.000000,0.540000,5.400000,100.000000,15.772816,99.000000,0
DTLA,2024-09-27,3,2,1.530850,18.500000,0,9,4,2024-09-27 03:00:00,14.253000,0.000000,0.000000,2.794351,6.480000,100.000000,15.239082,98.000000,0
DTLA,2024-09-27,4,4,0.495865,18.250000,0,9,4,2024-09-27 04:00:00,13.803000,0.000000,0.000000,5.247857,9.360000,100.000000,14.269131,100.000000,0
DTLA,2024-09-27,5,6,0.602398,6.833333,0,9,4,2024-09-27 05:00:00,13.603001,0.000000,0.000000,5.414979,11.159999,99.675285,13.956446,100.000000,0
DTLA,2024-09-27,6,9,0.623924,13.000000,0,9,4,2024-09-27 06:00:00,13.903000,0.000000,0.000000,5.634891,11.879999,99.676048,14.330490,100.000000,0
DTLA,2024-09-27,7,20,0.756337,11.150000,0,9,4,2024-09-27 07:00:00,13.253000,0.000000,0.000000,5.257109,12.240000,99.674408,13.507942,100.000000,0
DTLA,2024-09-27,8,34,1.067765,11.558824,0,9,4,2024-09-27 08:00:00,13.253000,0.000000,0.000000,4.863332,12.599999,99.674408,13.565369,100.000000,0
DTLA,2024-09-27,9,51,0.565905,17.921569,0,9,4,2024-09-27 09:00:00,14.453000,0.000000,0.000000,4.357338,12.959999,95.256546,15.013371,99.000000,0
DTLA,2024-09-27,10,50,0.688526,21.660000,0,9,4,2024-09-27 10:00:00,17.353001,0.000000,0.000000,4.693826,14.759999,77.869926,17.775576,60.000000,0
DTLA,2024-09-27,11,56,0.605087,19.946429,0,9,4,2024-09-27 11:00:00,20.503000,0.000000,0.000000,6.363961,18.359999,64.387802,21.086374,20.000000,0
DTLA,2024-09-27,12,65,0.787570,22.446154,0,9,4,2024-09-27 12:00:00,23.302999,0.000000,0.000000,7.695920,20.519999,54.628475,24.494953,8.000000,0
DTLA,2024-09-27,13,66,0.850175,16.030303,0,9,4,2024-09-27 13:00:00,25.552999,0.000000,0.000000,10.404249,23.759998,48.210384,26.641998,3.000000,0
DTLA,2024-09-27,14,68,0.469718,16.294118,0,9,4,2024-09-27 14:00:00,26.302999,0.000000,0.000000,13.746156,28.080000,46.718601,26.830076,1.000000,0
DTLA,2024-09-27,15,68,0.722259,24.250000,0,9,4,2024-09-27 15:00:00,26.203001,0.000000,0.000000,14.773164,29.160000,44.612804,25.824013,0.000000,0
DTLA,2024-09-27,16,80,0.693468,23.462500,0,9,4,2024-09-27 16:00:00,25.103001,0.000000,0.000000,15.697197,29.519999,46.241531,23.703770,1.000000,0
DTLA,2024-09-27,17,97,0.749458,16.773196,0,9,4,2024-09-27 17:00:00,22.903000,0.000000,0.000000,15.629971,29.519999,55.603256,21.762815,3.000000,0
DTLA,2024-09-27,18,82,0.895418,28.475610,0,9,4,2024-09-27 18:00:00,20.153000,0.000000,0.000000,12.221457,25.199999,65.367844,19.476536,1.000000,0
DTLA,2024-09-27,19,72,0.921063,47.111111,0,9,4,2024-09-27 19:00:00,17.953001,0.000000,0.000000,10.009036,21.959999,78.721207,17.867489,1.000000,0
DTLA,2024-09-27,20,57,0.782280,16.964912,0,9,4,2024-09-27 20:00:00,16.903000,0.000000,0.000000,9.000000,17.639999,85.488029,17.056736,5.000000,0
DTLA,2024-09-27,21,47,0.724337,17.957447,0,9,4,2024-09-27 21:00:00,16.153000,0.000000,0.000000,6.775751,16.199999,90.535751,16.687008,8.000000,0
DTLA,2024-09-27,22,32,0.870968,36.000000,0,9,4,2024-09-27 22:00:00,15.653000,0.000000,0.000000,3.075841,12.240000,93.474380,16.726742,22.000000,0
DTLA,2024-09-27,23,16,0.626057,11.000000,0,9,4,2024-09-27 23:00:00,15.153000,0.000000,0.000000,3.096837,7.559999,96.209335,16.205231,32.000000,0
DTLA,2024-09-28,0,10,1.217695,24.500000,1,9,5,2024-09-28 00:00:00,14.453000,0.000000,0.000000,5.043213,9.720000,99.035019,15.129362,100.000000,0
DTLA,2024-09-28,1,6,0.888493,20.500000,1,9,5,2024-09-28 01:00:00,13.903000,0.000000,0.000000,4.500000,10.440001,99.353027,14.478172,100.000000,0
DTLA,2024-09-28,2,8,1.146402,26.625000,1,9,5,2024-09-28 02:00:00,13.703000,0.000000,0.000000,2.367530,9.720000,99.029404,14.500847,100.000000,0
DTLA,2024-09-28,4,2,1.201009,17.000000,1,9,5,2024-09-28 04:00:00,13.603001,0.000000,0.000000,4.589118,10.080000,100.000000,14.094452,100.000000,0
DTLA,2024-09-28,5,3,0.516299,8.000000,1,9,5,2024-09-28 05:00:00,13.503000,0.000000,0.000000,5.004518,11.520000,100.000000,13.898802,100.000000,0
DTLA,2024-09-28,6,6,0.631925,11.500000,1,9,5,2024-09-28 06:00:00,14.453000,0.000000,0.000000,3.814131,12.599999,99.677414,15.345327,99.000000,0
DTLA,2024-09-28,7,13,0.735000,15.692308,1,9,5,2024-09-28 07:00:00,13.803000,0.000000,0.000000,5.876938,12.240000,100.000000,14.177389,100.000000,0
DTLA,2024-09-28,8,15,0.702936,12.733333,1,9,5,2024-09-28 08:00:00,13.753000,0.000000,0.000000,5.247857,12.599999,98.067863,14.095802,100.000000,0
DTLA,2024-09-28,9,35,0.751425,17.542857,1,9,5,2024-09-28 09:00:00,14.503000,0.000000,0.000000,2.577208,12.599999,97.130707,15.448069,100.000000,0
DTLA,2024-09-28,10,31,0.651327,19.935484,1,9,5,2024-09-28 10:00:00,17.552999,0.000000,0.000000,3.996648,13.320000,77.900040,18.147331,14.000000,0
DTLA,2024-09-28,11,51,0.868464,22.686275,1,9,5,2024-09-28 11:00:00,21.203001,0.000000,0.000000,7.742093,19.440001,60.480778,21.549894,2.000000,0
DTLA,2024-09-28,12,55,0.707002,20.018182,1,9,5,2024-09-28 12:00:00,23.853001,0.000000,0.000000,10.144082,23.400000,51.321331,24.552252,0.000000,0
DTLA,2024-09-28,13,53,0.633370,23.113208,1,9,5,2024-09-28 13:00:00,26.103001,0.000000,0.000000,11.556504,25.199999,44.585373,26.803642,0.000000,0
DTLA,2024-09-28,14,51,0.612678,21.176471,1,9,5,2024-09-28 14:00:00,27.003000,0.000000,0.000000,15.349684,29.519999,42.144207,26.931915,2.000000,0
DTLA,2024-09-28,15,73,0.823078,26.260274,1,9,5,2024-09-28 15:00:00,25.802999,0.000000,0.000000,19.093580,34.919998,42.926327,24.437744,1.000000,0
DTLA,2024-09-28,16,71,1.221582,28.197183,1,9,5,2024-09-28 16:00:00,24.603001,0.000000,0.000000,17.429354,35.279999,44.464775,22.599464,0.000000,0
DTLA,2024-09-28,17,66,0.742759,19.409091,1,9,5,2024-09-28 17:00:00,23.703001,0.000000,0.000000,13.369771,31.680000,47.869450,22.372000,0.000000,0
DTLA,2024-09-28,18,69,0.668933,17.130435,1,9,5,2024-09-28 18:00:00,21.853001,0.000000,0.000000,14.174356,24.119999,56.994827,20.718933,0.000000,0
DTLA,2024-09-28,19,61,0.816222,27.295082,1,9,5,2024-09-28 19:00:00,19.003000,0.000000,0.000000,11.525623,24.119999,74.670410,18.769058,0.000000,0
DTLA,2024-09-28,20,53,0.600299,13.698113,1,9,5,2024-09-28 20:00:00,17.853001,0.000000,0.000000,8.089993,19.080000,82.347855,18.269600,0.000000,0
DTLA,2024-09-28,21,44,0.836520,21.250000,1,9,5,2024-09-28 21:00:00,17.353001,0.000000,0.000000,4.072935,13.679999,85.259598,18.374498,0.000000,0
DTLA,2024-09-28,22,35,0.740295,23.371429,1,9,5,2024-09-28 22:00:00,16.403000,0.000000,0.000000,1.207477,7.200000,91.431709,17.899656,0.000000,0
DTLA,2024-09-28,23,20,0.942923,41.600000,1,9,5,2024-09-28 23:00:00,15.802999,0.000000,0.000000,3.600000,6.120000,95.611671,16.989166,0.000000,0
DTLA,2024-09-29,0,9,1.116176,19.000000,1,9,6,2024-09-29 00:00:00,15.103001,0.000000,0.000000,4.456591,7.920000,99.999992,16.164465,100.000000,0
DTLA,2024-09-29,1,12,1.511211,12.333333,1,9,6,2024-09-29 01:00:00,14.653000,0.000000,0.000000,2.167487,7.920000,99.999992,15.878147,100.000000,0
DTLA,2024-09-29,2,5,1.391436,15.200000,1,9,6,2024-09-29 02:00:00,14.603001,0.000000,0.000000,0.763675,5.400000,99.999992,16.014231,100.000000,0
DTLA,2024-09-29,3,5,1.931996,17.000000,1,9,6,2024-09-29 03:00:00,14.653000,0.000000,0.000000,2.500640,6.840000,99.677933,15.810909,100.000000,0
DTLA,2024-09-29,4,2,2.053735,44.000000,1,9,6,2024-09-29 04:00:00,14.203000,0.000000,0.000000,3.143565,9.000000,100.000000,15.119932,100.000000,0
DTLA,2024-09-29,5,1,0.769567,7.000000,1,9,6,2024-09-29 05:00:00,13.853001,0.000000,0.000000,2.577208,8.640000,100.000000,14.726414,100.000000,0
DTLA,2024-09-29,6,5,0.664289,15.000000,1,9,6,2024-09-29 06:00:00,13.753000,0.000000,0.000000,0.402492,4.680000,100.000000,14.907986,100.000000,0
DTLA,2024-09-29,7,7,0.960960,64.285714,1,9,6,2024-09-29 07:00:00,13.903000,0.000000,0.000000,3.148714,7.920000,100.000000,14.710930,100.000000,0
DTLA,2024-09-29,8,20,0.596913,13.850000,1,9,6,2024-09-29 08:00:00,14.153000,0.000000,0.000000,3.476377,10.440001,98.073799,14.895222,99.000000,0
DTLA,2024-09-29,9,36,0.632457,17.694444,1,9,6,2024-09-29 09:00:00,15.403000,0.000000,0.000000,3.964089,12.599999,95.598366,16.384640,96.000000,0
DTLA,2024-09-29,10,58,0.561248,15.224138,1,9,6,2024-09-29 10:00:00,19.003000,0.000000,0.000000,6.739791,17.280001,72.526276,19.303410,20.000000,0
DTLA,2024-09-29,11,48,0.683027,25.437500,1,9,6,2024-09-29 11:00:00,23.003000,0.000000,0.000000,7.510552,19.440001,51.434689,23.217846,5.000000,0
DTLA,2024-09-29,12,60,0.696053,24.116667,1,9,6,2024-09-29 12:00:00,25.753000,0.000000,0.000000,11.766273,24.840000,42.212173,25.751619,3.000000,0
DTLA,2024-09-29,13,78,0.941373,24.666667,1,9,6,2024-09-29 13:00:00,26.453001,0.000000,0.000000,14.871530,29.160000,41.307945,26.259119,3.000000,0
DTLA,2024-09-29,14,62,0.765904,21.870968,1,9,6,2024-09-29 14:00:00,26.703001,0.000000,0.000000,16.677950,31.680000,38.997334,25.919279,4.000000,0
DTLA,2024-09-29,15,60,0.743379,19.316667,1,9,6,2024-09-29 15:00:00,26.703001,0.000000,0.000000,18.102308,33.480000,38.485081,25.212610,1.000000,0
DTLA,2024-09-29,16,68,0.947603,22.397059,1,9,6,2024-09-29 16:00:00,26.603001,0.000000,0.000000,16.782528,33.119999,37.950676,24.506874,0.000000,0
