variable,coef,se,pval,elasticity_pct_per_unit,ci_lo,ci_hi,adj_r2
temperature_c,-0.013127120907470773,0.035415075331435994,0.7108872301886062,-0.06019272244897597,-0.37847960632266436,0.2580941614247124,0.7083151825393617
rain,-5.355622480252512,0.8500361033000292,2.967545522951984e-10,-24.55751720180105,-32.1970701313791,-16.91796427222301,0.7083151825393617
weekend_flag,1.1805933771621682,0.21079372348273728,2.134822646353895e-08,5.4134588976154605,3.5189866492987174,7.307931145932204,0.7083151825393617
