variable,coef,se,pval,elasticity_pct_per_unit,ci_lo,ci_hi,adj_r2
temperature_c,0.37098160618723636,0.018356297417648725,7.987430288066936e-91,1.7010883812455158,1.5361143228863652,1.8660624396046668,0.6907800208320463
rain,-5.220857452887678,0.8034542460085241,8.138688644529508e-11,-23.93956952346562,-31.16047604149131,-16.71866300543993,0.6907800208320463
weekend_flag,1.1120735893085323,0.21494810837326558,2.2952287460557673e-07,5.0992702341904605,3.1674611678987894,7.031079300482132,0.6907800208320463
