variable,coef_beta,se_beta,pval,pct_change_per_unit,ci_lo_pct,ci_hi_pct
temperature_c,-0.006690300406694152,0.0029160709694409813,0.02177408395269982,-0.6667970173336313,-1.232916480834878,-0.09743263421406745
rain_mm,-0.3202069383963779,0.09525797035962442,0.000775283986071011,-27.400121549652333,-39.764756230387235,-12.497368298786249
weekend_flag,0.07739077623827673,0.01894709125555097,4.4157954288516465e-05,8.04642136476259,4.107567069222484,12.134300112590402
